# NFTBan nft parser-contract registry (v1.228.8 PR1)
#
# One row per VERDICT-BEARING nft read site. Total coverage is enforced
# separately by nft-parser-sites.tsv (R1 pin); this file carries the SEMANTICS.
#
# CONTRACT (owner ruling 2026-08-08):
#   UNKNOWN OBSERVATION MUST NOT BECOME
#   KNOWN SAFE / KNOWN ABSENT / ZERO / DESTRUCTIVE AUTHORIZATION.
#
# severity_class: SECURITY_VERDICT DESTRUCTIVE_DECISION HEALTH_VERDICT
#                 AUTHORITY_VERDICT OPERATOR_STATUS METRIC_ONLY DISPLAY_ONLY
# failure_policy: UNKNOWN_REQUIRED           failure must surface as UNKNOWN
#                 KNOWN_GAP_FAILS_ZERO       STILL WRONG; deferred, waiver required
#                 DISPLAY_ONLY_ZERO_ACCEPTED zero-on-failure intentionally fine
#                 METRIC_BEST_EFFORT         gauge semantics, best effort
#
# A critical severity (SECURITY/DESTRUCTIVE/HEALTH/AUTHORITY) REQUIRES
# UNKNOWN_REQUIRED. The ONLY exception is a pre-existing site carrying a full
# waiver: tier + reviewer + current_behavior + required_behavior + a
# WAIVED_TO=OPEN_NFT_PARSER_FAILURE_TRUTH_TAIL(Tier-N) note. A waiver means
# STILL WRONG (deferred debt) - it is NOT an allowlist. Waivers are counted,
# tier-bucketed, and may never increase without a reviewed baseline update.
# Severity may never be downgraded to dodge the rule (anti-laundering guard).
#
# columns: file<TAB>anchor<TAB>severity_class<TAB>failure_policy<TAB>waiver_tier<TAB>reviewer<TAB>current_behavior<TAB>required_behavior<TAB>note
cli/lib/nftban/core/nftban_health_checks_security.sh	filter_policy=$(nft list table inet filter 2>/dev/null | grep -E 'chain input.*priority 0.*policy accept' || true)	SECURITY_VERDICT	KNOWN_GAP_FAILS_ZERO	TIER-1	owner-2026-08-08	failed/absent inet-filter read -> no accept-policy interference warning	read failure -> UNKNOWN, not silent-OK	WAIVED_TO=OPEN_NFT_PARSER_FAILURE_TRUTH_TAIL(TIER-1)
cli/lib/nftban/lib/nft_schema.sh	nft -j list set "$family" "$table" "$set" 2>/dev/null | \	HEALTH_VERDICT	KNOWN_GAP_FAILS_ZERO	TIER-1	owner-2026-08-08	jq positional .nftables[1] + ||echo 0: wrong index on other nft versions and 0 on failure	version-robust query + failure -> UNKNOWN	WAIVED_TO=OPEN_NFT_PARSER_FAILURE_TRUTH_TAIL(TIER-1)
cli/lib/nftban/lib/nft_schema.sh	json_output=$(nft -j list set "$family" "$table" "$set_name" 2>/dev/null) || { echo "0"; return; }	HEALTH_VERDICT	KNOWN_GAP_FAILS_ZERO	TIER-1	owner-2026-08-08	canonical element count returns 0 on read failure; feeds set-size health thresholds	failure -> UNKNOWN propagated to threshold consumer	WAIVED_TO=OPEN_NFT_PARSER_FAILURE_TRUTH_TAIL(TIER-1)
cli/lib/nftban/lib/service_control.sh	rules_count=$(nft list ruleset 2>/dev/null | grep -cE '^\s+(type|chain|rule|set)' || true)	OPERATOR_STATUS	KNOWN_GAP_FAILS_ZERO	TIER-1	owner-2026-08-08	permission-denied/failed ruleset read -> rules_count 0 -> 'no firewall rules loaded'	distinguish CANNOT_READ from genuinely-zero	WAIVED_TO=OPEN_NFT_PARSER_FAILURE_TRUTH_TAIL(TIER-1)
cli/lib/nftban/core/nftban_ddos_classic.sh	offenders_v4=$(nft list meter ${table_v4} ${syn_meter} 2>/dev/null \	SECURITY_VERDICT	KNOWN_GAP_FAILS_ZERO	TIER-1	owner-2026-08-08	failed/empty meter read -> zero offenders -> autoban strikes silently not applied	read failure -> UNKNOWN, do not treat as no-offenders	WAIVED_TO=OPEN_NFT_PARSER_FAILURE_TRUTH_TAIL(TIER-1)
cli/lib/nftban/core/nftban_portscan_classic.sh	ruleset=$(nft list ruleset 2>/dev/null) || return 0  # Skip check if nft fails	HEALTH_VERDICT	KNOWN_GAP_FAILS_ZERO	TIER-1	owner-2026-08-08	nonzero ruleset read -> return 0 (silently OK) for portscan LOG-prefix verification	read failure -> UNKNOWN, never silent pass	WAIVED_TO=OPEN_NFT_PARSER_FAILURE_TRUTH_TAIL(TIER-1)
cli/lib/nftban/core/nftban_firewall_conflicts.sh	actual_nftban_prio=$(nft -j list chain ip nftban input 2>/dev/null | jq -r '.nftables[] | select(.chain?) | .chain.prio 	AUTHORITY_VERDICT	KNOWN_GAP_FAILS_ZERO	TIER-1	owner-2026-08-08	failed/absent chain prio read -> //0 -> CANNOT_READ conflated with priority 0	read failure -> UNKNOWN, distinct from prio=0	WAIVED_TO=OPEN_NFT_PARSER_FAILURE_TRUTH_TAIL(TIER-1)
cli/lib/nftban/core/nftban_config_doctor.sh	_DOCTOR_NFT_JSON=$(nft -j list ruleset 2>/dev/null || echo '{"nftables":[]}')	HEALTH_VERDICT	KNOWN_GAP_FAILS_ZERO	TIER-1	owner-2026-08-08	failed ruleset read collapses to {"nftables":[]} for ALL downstream doctor checks	read failure -> UNKNOWN doctor verdict, not empty-ruleset	WAIVED_TO=OPEN_NFT_PARSER_FAILURE_TRUTH_TAIL(TIER-1)
internal/validator/module_health.go	return 0	HEALTH_VERDICT	KNOWN_GAP_FAILS_ZERO	TIER-2	owner-2026-08-08	countSetElementsReal exec error -> silent 0 element count	use the 3-valued countSetElementsStateReal pattern (:841)	WAIVED_TO=OPEN_NFT_PARSER_FAILURE_TRUTH_TAIL(TIER-2)
internal/validator/module_health.go	return 0	HEALTH_VERDICT	KNOWN_GAP_FAILS_ZERO	TIER-2	owner-2026-08-08	countSetElementsReal decode error -> silent 0	same 3-valued pattern	WAIVED_TO=OPEN_NFT_PARSER_FAILURE_TRUTH_TAIL(TIER-2)
internal/metrics/evidence_sets.go	if err := json.Unmarshal(data, &result); err != nil {	HEALTH_VERDICT	KNOWN_GAP_FAILS_ZERO	TIER-2	owner-2026-08-08	decode error -> exists=false,unknown=false = reported CONFIRMED-ABSENT	decode error -> unknown=true	WAIVED_TO=OPEN_NFT_PARSER_FAILURE_TRUTH_TAIL(TIER-2)
cli/lib/nftban/lib/nft_probe.sh	NFTBAN_NFT_PROBE_ARGV="$_nft list tables"	SECURITY_VERDICT	UNKNOWN_REQUIRED	-	-	-	-	reference 3-state implementation: PRESENT/ABSENT/CANNOT_READ
cli/lib/nftban/core/nftban_ip_and_stats.sh	output=$(nft -j list ruleset 2>&1)	OPERATOR_STATUS	UNKNOWN_REQUIRED	-	-	-	-	rc-checked; failure emits {"error":...} not empty
cli/lib/nftban/lib/whitelist_members.sh	raw=$(timeout 10s nft list set ${table} ${set_name} 2>/dev/null) || return 1	SECURITY_VERDICT	UNKNOWN_REQUIRED	-	-	-	-	returns 1 on read failure; unreadable never counted clean
internal/nftenforce/enforce.go	func Evaluate(rulesetJSON []byte, family, table, setName string) Result {	SECURITY_VERDICT	UNKNOWN_REQUIRED	-	-	-	-	decode/empty/no-chains -> ParserFailure; jump-to-unreadable -> AmbiguousRuleset
internal/metrics/collector.go	if err != nil {	METRIC_ONLY	METRIC_BEST_EFFORT	-	-	-	-	Prometheus block-count gauge; zero-on-failure is accepted metric semantics
cli/lib/nftban/exporters/nftban_exporter_json_compat.sh	nft_rules=$(nft list table ${NFTBAN_TABLE_IPV4:-ip\ nftban} 2>/dev/null | grep -cE "^\s+(accept|drop|reject|return|jump|	METRIC_ONLY	METRIC_BEST_EFFORT	-	-	-	-	exporter gauge; best-effort by contract
cli/lib/nftban/core/nftban_report_email.sh	_blocked_v4=$(timeout 10s nft list set ip nftban blacklist_ipv4 2>/dev/null | { grep -oE '[0-9]+\.[0-9]+\.[0-9]+\.[0-9]+	DISPLAY_ONLY	DISPLAY_ONLY_ZERO_ACCEPTED	-	-	-	-	report body count; display only
cli/lib/nftban/core/nftban_stats_format.sh	ipv4_pkt_count=$(nft list table "${NFTBAN_TABLE_IPV4}" 2>/dev/null | grep 'blacklist_ipv4.*counter' | grep -oP 'packets 	DISPLAY_ONLY	DISPLAY_ONLY_ZERO_ACCEPTED	-	-	-	-	packet-counter display value
cli/lib/nftban/lib/derived_state_reconcile.sh	out=$(nft -j list set "$1" nftban "$2" 2>/dev/null) || { echo UNKNOWN; return 1; }	HEALTH_VERDICT	UNKNOWN_REQUIRED	-	-	-	-	PR2 post-verify kernel read: decides RECONCILED vs FAILED vs UNKNOWN. Failure/empty/unparseable -> UNKNOWN by construction.
